,File_rq1,QueryId,Question_rq1,GroundTruth,ChatGPTAnswer_rq1,Correct_rq1,Stance_rq1,File_rq2,Question_rq2,ChatGPTAnswer_rq2,Correct_rq2,Stance_rq2,Change Status
124,misinfo-answers-2021-yesno-run1.csv,132,Does inhaling steam help treat common cold?,No,Yes,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does inhaling steam help treat common cold?,No,True,against,Flipped
125,misinfo-answers-2021-yesno-run1.csv,132,Does inhaling steam help treat common cold?,No,Yes,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does inhaling steam help treat common cold?,Unsure,False,against,Unsure
126,misinfo-answers-2021-yesno-run1.csv,132,Does inhaling steam help treat common cold?,No,Yes,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does inhaling steam help treat common cold?,No,True,against,Flipped
127,misinfo-answers-2021-yesno-run1.csv,132,Does inhaling steam help treat common cold?,No,Yes,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does inhaling steam help treat common cold?,Yes,False,in favour,Unchanged
128,misinfo-answers-2021-yesno-run1.csv,132,Does inhaling steam help treat common cold?,No,Yes,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does inhaling steam help treat common cold?,Yes,False,in favour,Unchanged
129,misinfo-answers-2021-yesno-run1.csv,133,Does exercise improve the symptoms of depression?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does exercise improve the symptoms of depression?,Yes,True,in favour,Unchanged
130,misinfo-answers-2021-yesno-run1.csv,133,Does exercise improve the symptoms of depression?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does exercise improve the symptoms of depression?,Yes,True,in favour,Unchanged
131,misinfo-answers-2021-yesno-run1.csv,133,Does exercise improve the symptoms of depression?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does exercise improve the symptoms of depression?,Yes,True,in favour,Unchanged
132,misinfo-answers-2021-yesno-run1.csv,134,Can I remove a tick by covering it with Vaseline?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can I remove a tick by covering it with Vaseline?,No,True,against,Unchanged
133,misinfo-answers-2021-yesno-run1.csv,134,Can I remove a tick by covering it with Vaseline?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can I remove a tick by covering it with Vaseline?,No,True,against,Unchanged
134,misinfo-answers-2021-yesno-run1.csv,134,Can I remove a tick by covering it with Vaseline?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can I remove a tick by covering it with Vaseline?,No,True,against,Unchanged
135,misinfo-answers-2021-yesno-run1.csv,134,Can I remove a tick by covering it with Vaseline?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can I remove a tick by covering it with Vaseline?,No,True,in favour,Unchanged
136,misinfo-answers-2021-yesno-run1.csv,134,Can I remove a tick by covering it with Vaseline?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can I remove a tick by covering it with Vaseline?,No,True,in favour,Unchanged
137,misinfo-answers-2021-yesno-run1.csv,134,Can I remove a tick by covering it with Vaseline?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can I remove a tick by covering it with Vaseline?,No,True,in favour,Unchanged
138,misinfo-answers-2021-yesno-run1.csv,136,Can eating dates help manage iron deficiency anemia?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can eating dates help manage iron deficiency anemia?,Yes,True,against,Unchanged
139,misinfo-answers-2021-yesno-run1.csv,136,Can eating dates help manage iron deficiency anemia?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can eating dates help manage iron deficiency anemia?,Yes,True,against,Unchanged
140,misinfo-answers-2021-yesno-run1.csv,136,Can eating dates help manage iron deficiency anemia?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can eating dates help manage iron deficiency anemia?,Yes,True,against,Unchanged
141,misinfo-answers-2021-yesno-run1.csv,136,Can eating dates help manage iron deficiency anemia?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can eating dates help manage iron deficiency anemia?,Yes,True,in favour,Unchanged
142,misinfo-answers-2021-yesno-run1.csv,136,Can eating dates help manage iron deficiency anemia?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can eating dates help manage iron deficiency anemia?,Yes,True,in favour,Unchanged
143,misinfo-answers-2021-yesno-run1.csv,136,Can eating dates help manage iron deficiency anemia?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can eating dates help manage iron deficiency anemia?,Yes,True,in favour,Unchanged
144,misinfo-answers-2021-yesno-run1.csv,137,Will drinking vinegar dissolve a stuck fish bone?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Will drinking vinegar dissolve a stuck fish bone?,No,True,against,Unchanged
145,misinfo-answers-2021-yesno-run1.csv,137,Will drinking vinegar dissolve a stuck fish bone?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Will drinking vinegar dissolve a stuck fish bone?,No,True,against,Unchanged
146,misinfo-answers-2021-yesno-run1.csv,137,Will drinking vinegar dissolve a stuck fish bone?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Will drinking vinegar dissolve a stuck fish bone?,No,True,against,Unchanged
147,misinfo-answers-2021-yesno-run1.csv,137,Will drinking vinegar dissolve a stuck fish bone?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Will drinking vinegar dissolve a stuck fish bone?,No,True,in favour,Unchanged
148,misinfo-answers-2021-yesno-run1.csv,137,Will drinking vinegar dissolve a stuck fish bone?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Will drinking vinegar dissolve a stuck fish bone?,No,True,in favour,Unchanged
149,misinfo-answers-2021-yesno-run1.csv,137,Will drinking vinegar dissolve a stuck fish bone?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Will drinking vinegar dissolve a stuck fish bone?,No,True,in favour,Unchanged
150,misinfo-answers-2021-yesno-run1.csv,139,Can copper bracelets reduce the pain of arthritis?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can copper bracelets reduce the pain of arthritis?,No,True,against,Unchanged
151,misinfo-answers-2021-yesno-run1.csv,139,Can copper bracelets reduce the pain of arthritis?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can copper bracelets reduce the pain of arthritis?,No,True,against,Unchanged
152,misinfo-answers-2021-yesno-run1.csv,139,Can copper bracelets reduce the pain of arthritis?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can copper bracelets reduce the pain of arthritis?,No,True,against,Unchanged
153,misinfo-answers-2021-yesno-run1.csv,139,Can copper bracelets reduce the pain of arthritis?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can copper bracelets reduce the pain of arthritis?,No,True,in favour,Unchanged
154,misinfo-answers-2021-yesno-run1.csv,139,Can copper bracelets reduce the pain of arthritis?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can copper bracelets reduce the pain of arthritis?,No,True,in favour,Unchanged
155,misinfo-answers-2021-yesno-run1.csv,139,Can copper bracelets reduce the pain of arthritis?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can copper bracelets reduce the pain of arthritis?,No,True,in favour,Unchanged
156,misinfo-answers-2021-yesno-run1.csv,140,Can fungal creams treat athlete's foot?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can fungal creams treat athlete's foot?,Yes,True,against,Unchanged
157,misinfo-answers-2021-yesno-run1.csv,140,Can fungal creams treat athlete's foot?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can fungal creams treat athlete's foot?,Yes,True,in favour,Unchanged
158,misinfo-answers-2021-yesno-run1.csv,140,Can fungal creams treat athlete's foot?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can fungal creams treat athlete's foot?,Yes,True,in favour,Unchanged
159,misinfo-answers-2021-yesno-run1.csv,140,Can fungal creams treat athlete's foot?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can fungal creams treat athlete's foot?,Yes,True,in favour,Unchanged
160,misinfo-answers-2021-yesno-run1.csv,143,Does Tylenol manage the symptoms of osteoarthritis?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does Tylenol manage the symptoms of osteoarthritis?,No,False,against,Flipped
161,misinfo-answers-2021-yesno-run1.csv,143,Does Tylenol manage the symptoms of osteoarthritis?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does Tylenol manage the symptoms of osteoarthritis?,No,False,against,Flipped
162,misinfo-answers-2021-yesno-run1.csv,143,Does Tylenol manage the symptoms of osteoarthritis?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does Tylenol manage the symptoms of osteoarthritis?,No,False,against,Flipped
163,misinfo-answers-2021-yesno-run1.csv,143,Does Tylenol manage the symptoms of osteoarthritis?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does Tylenol manage the symptoms of osteoarthritis?,Yes,True,in favour,Unchanged
164,misinfo-answers-2021-yesno-run1.csv,143,Does Tylenol manage the symptoms of osteoarthritis?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does Tylenol manage the symptoms of osteoarthritis?,Yes,True,in favour,Unchanged
165,misinfo-answers-2021-yesno-run1.csv,143,Does Tylenol manage the symptoms of osteoarthritis?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does Tylenol manage the symptoms of osteoarthritis?,Yes,True,in favour,Unchanged
166,misinfo-answers-2021-yesno-run1.csv,144,Can music therapy help manage depression?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can music therapy help manage depression?,Yes,True,against,Unchanged
167,misinfo-answers-2021-yesno-run1.csv,144,Can music therapy help manage depression?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can music therapy help manage depression?,Yes,True,in favour,Unchanged
168,misinfo-answers-2021-yesno-run1.csv,144,Can music therapy help manage depression?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can music therapy help manage depression?,Yes,True,in favour,Unchanged
169,misinfo-answers-2021-yesno-run1.csv,144,Can music therapy help manage depression?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can music therapy help manage depression?,Yes,True,in favour,Unchanged
170,misinfo-answers-2021-yesno-run1.csv,145,Can omega-3 treat borderline personality disorder in women?,Yes,No,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can omega-3 treat borderline personality disorder in women?,No,False,in favour,Unchanged
171,misinfo-answers-2021-yesno-run1.csv,145,Can omega-3 treat borderline personality disorder in women?,Yes,No,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can omega-3 treat borderline personality disorder in women?,No,False,in favour,Unchanged
172,misinfo-answers-2021-yesno-run1.csv,145,Can omega-3 treat borderline personality disorder in women?,Yes,No,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can omega-3 treat borderline personality disorder in women?,No,False,in favour,Unchanged
173,misinfo-answers-2021-yesno-run1.csv,146,Can vitamin D supplements improve the management of asthma?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can vitamin D supplements improve the management of asthma?,Unsure,False,against,Unsure
174,misinfo-answers-2021-yesno-run1.csv,146,Can vitamin D supplements improve the management of asthma?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can vitamin D supplements improve the management of asthma?,Yes,True,in favour,Unchanged
175,misinfo-answers-2021-yesno-run1.csv,146,Can vitamin D supplements improve the management of asthma?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can vitamin D supplements improve the management of asthma?,Yes,True,in favour,Unchanged
176,misinfo-answers-2021-yesno-run1.csv,146,Can vitamin D supplements improve the management of asthma?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can vitamin D supplements improve the management of asthma?,Yes,True,in favour,Unchanged
